customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01030,Male,0,Yes,Yes,47,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,44.24,2018.01,1
CUST-01031,Male,0,No,No,6,Yes,No,Yes,No internet service,One year,No,Mailed check,42.18,272.09,0
CUST-01032,Male,0,Yes,No,6,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,66.3,366.02,1
CUST-01033,Female,0,Yes,No,32,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),106.68,3331.76,0
CUST-01034,Female,1,No,Yes,22,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),55.83,1246.72,0
CUST-01035,Male,0,No,No,18,Yes,No,Yes,No,One year,Yes,Credit card (automatic),92.97,1564.82,0
CUST-01036,Female,0,Yes,Yes,18,Yes,DSL,No internet service,Yes,Two year,No,Bank transfer (automatic),27.68,564.69,0
CUST-01037,Male,1,No,No,35,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,65.61,2395.67,0
CUST-01038,Female,0,No,No,28,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,117.17,3215.14,1
CUST-01039,Female,0,Yes,Yes,59,Yes,Fiber optic,Yes,Yes,One year,Yes,Electronic check,95.04,5659.98,1
CUST-01040,Female,0,No,No,1,Yes,DSL,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.05,56.5,0
CUST-01041,Female,0,No,Yes,0,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,68.14,0.0,0
CUST-01042,Male,0,Yes,No,46,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,41.36,1879.89,1
CUST-01043,Male,0,No,No,68,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),58.96,4042.0,1
CUST-01044,Male,0,No,No,19,Yes,Fiber optic,No,No internet service,One year,Yes,Electronic check,96.01,1822.19,0
CUST-01045,Female,0,No,No,10,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),95.12,821.49,0
CUST-01046,Male,0,No,Yes,1,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,40.81,144.46,1
CUST-01047,Female,1,No,No,66,Yes,DSL,Yes,No internet service,Month-to-month,No,Credit card (automatic),110.22,7296.18,0
CUST-01048,Female,0,Yes,Yes,11,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,77.26,847.26,0
CUST-01049,Male,0,No,Yes,19,Yes,No,Yes,Yes,Two year,Yes,Electronic check,55.99,1027.89,0
CUST-01050,Male,1,Yes,Yes,4,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.19,263.31,1
CUST-01051,Female,0,Yes,No,36,Yes,No,No,No,Two year,No,Credit card (automatic),78.51,2889.82,0
CUST-01052,Female,0,No,No,37,Yes,DSL,No internet service,Yes,One year,Yes,Mailed check,73.99,2750.71,0
CUST-01053,Male,0,No,Yes,8,Yes,DSL,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),66.64,551.89,1
CUST-01054,Male,0,Yes,Yes,52,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),68.49,3499.02,1
CUST-01055,Male,0,No,Yes,43,Yes,DSL,Yes,No,Two year,Yes,Electronic check,35.64,1515.04,0
CUST-01056,Female,0,No,Yes,23,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),99.27,2285.76,1
CUST-01057,Male,1,Yes,No,29,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,72.18,2128.05,1
CUST-01058,Male,0,No,No,58,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,31.11,1783.59,0
CUST-01059,Male,0,No,No,13,No,DSL,No,Yes,One year,Yes,Electronic check,94.62,1276.45,0
CUST-01060,Female,0,No,No,8,No,DSL,No internet service,No,Two year,Yes,Mailed check,111.24,832.7,0
CUST-01061,Male,0,No,No,39,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,112.73,4399.95,0
CUST-01062,Female,0,Yes,No,65,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,54.9,3563.62,0
CUST-01063,Female,0,No,Yes,24,Yes,Fiber optic,No internet service,Yes,One year,Yes,Mailed check,31.55,681.42,0
CUST-01064,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.84,5026.09,0
CUST-01065,Female,0,Yes,No,21,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.26,585.33,0
CUST-01066,Male,0,No,No,3,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.4,404.89,0
CUST-01067,Female,0,No,No,25,Yes,No,No,No internet service,Month-to-month,No,Electronic check,36.36,888.49,0
CUST-01068,Male,0,No,Yes,57,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),43.28,2484.5,0
CUST-01069,Female,0,Yes,Yes,28,Yes,DSL,No,No,Month-to-month,No,Mailed check,58.66,1580.93,0
CUST-01070,Female,0,Yes,No,36,Yes,Fiber optic,No,No internet service,Two year,No,Electronic check,56.32,2039.35,0
CUST-01071,Male,1,Yes,No,69,Yes,Fiber optic,Yes,Yes,One year,No,Mailed check,97.47,6704.68,0
CUST-01072,Male,0,No,Yes,17,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.63,1042.9,0
CUST-01073,Male,0,No,No,41,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Electronic check,35.08,1579.97,0
CUST-01074,Male,0,No,No,40,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,44.72,1771.13,0
CUST-01075,Female,0,No,No,37,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),68.91,2539.07,0
CUST-01076,Male,0,No,No,33,Yes,Fiber optic,Yes,Yes,One year,Yes,Mailed check,32.75,1125.85,0
CUST-01077,Female,1,No,No,16,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,79.17,1228.3,0
CUST-01078,Male,0,No,Yes,36,Yes,Fiber optic,Yes,No internet service,One year,No,Credit card (automatic),74.57,2704.68,0
CUST-01079,Male,0,No,No,24,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.47,2172.8,0
CUST-01080,Female,0,No,No,26,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),111.77,2918.26,0
CUST-01081,Female,0,Yes,No,56,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,109.23,6231.7,0
CUST-01082,Female,0,No,Yes,30,Yes,No,No,Yes,Two year,No,Electronic check,112.61,3338.09,0
CUST-01083,Male,0,Yes,No,5,Yes,DSL,No internet service,No,One year,No,Electronic check,42.47,289.23,0
CUST-01084,Male,0,No,No,39,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.16,1238.85,0
CUST-01085,Male,0,No,No,11,Yes,DSL,No internet service,Yes,One year,No,Electronic check,48.23,576.0,0
CUST-01086,Female,1,No,Yes,52,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.51,5607.58,0
CUST-01087,Male,0,Yes,No,70,Yes,DSL,No internet service,No internet service,One year,No,Credit card (automatic),115.21,8158.61,0
CUST-01088,Female,0,Yes,Yes,9,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.93,919.37,0
CUST-01089,Male,0,Yes,Yes,44,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,29.0,1300.86,0
CUST-01090,Male,0,No,No,16,Yes,DSL,Yes,No internet service,One year,Yes,Electronic check,112.74,1869.11,0
CUST-01091,Male,0,Yes,Yes,25,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,60.34,1480.56,0
CUST-01092,Male,0,No,Yes,61,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.93,1204.75,1
CUST-01093,Male,1,No,No,45,Yes,No,No,No,Two year,Yes,Credit card (automatic),62.24,2799.87,0
CUST-01094,Male,0,Yes,No,63,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),22.61,1362.69,0
CUST-01095,Female,0,No,No,1,Yes,Fiber optic,No,No internet service,One year,No,Mailed check,72.39,0.0,0
CUST-01096,Male,0,Yes,No,53,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,51.86,2744.04,0
CUST-01097,Female,0,Yes,No,64,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card (automatic),65.34,4231.3,1
CUST-01098,Female,0,No,No,50,Yes,Fiber optic,Yes,Yes,One year,Yes,Credit card (automatic),79.32,3862.05,1
CUST-01099,Male,0,No,No,52,Yes,Fiber optic,Yes,No internet service,One year,Yes,Mailed check,104.88,5463.78,0
CUST-01100,Female,0,Yes,No,35,Yes,DSL,No,No,Month-to-month,No,Mailed check,84.19,2991.27,1
CUST-01101,Male,0,No,No,25,Yes,No,Yes,No,Two year,Yes,Mailed check,61.4,1471.1,0
CUST-01102,Female,0,No,No,28,Yes,Fiber optic,No internet service,No internet service,Two year,No,Credit card (automatic),99.94,2766.62,0
CUST-01103,Male,1,Yes,Yes,20,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,108.56,2199.82,0
CUST-01104,Male,1,Yes,No,10,Yes,DSL,No,Yes,Two year,No,Credit card (automatic),29.98,342.23,0
CUST-01105,Male,0,No,No,39,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,71.19,2856.61,0
CUST-01106,Female,0,No,Yes,10,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),46.45,435.18,0
CUST-01107,Female,0,No,No,35,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,22.71,754.07,1
CUST-01108,Female,0,Yes,No,58,Yes,Fiber optic,No,Yes,One year,No,Electronic check,84.85,5003.93,1
CUST-01109,Female,0,No,No,38,Yes,DSL,No internet service,No,Two year,Yes,Electronic check,104.28,3924.89,0
CUST-01110,Female,0,No,Yes,53,Yes,DSL,No,No internet service,One year,Yes,Mailed check,34.29,1842.73,0
CUST-01111,Male,0,Yes,No,54,Yes,No,No internet service,No,One year,Yes,Electronic check,99.24,5468.12,0
CUST-01112,Male,0,No,No,23,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.34,2414.46,0
CUST-01113,Male,1,No,Yes,21,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,109.43,2337.19,0
CUST-01114,Female,0,No,No,68,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,44.53,3091.94,0
CUST-01115,Male,0,Yes,No,55,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,108.4,5988.24,0
CUST-01116,Female,0,Yes,No,32,Yes,Fiber optic,No,No internet service,One year,Yes,Mailed check,50.07,1641.64,0
CUST-01117,Female,0,No,No,35,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,73.23,2545.92,0
CUST-01118,Male,0,No,No,19,Yes,Fiber optic,No,No internet service,One year,No,Mailed check,23.05,495.95,1
CUST-01119,Female,1,No,No,61,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.39,1386.46,0
CUST-01120,Female,0,Yes,No,72,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.04,6408.98,0
CUST-01121,Female,1,Yes,Yes,25,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,62.45,1573.4,1
CUST-01122,Female,0,No,No,65,Yes,Fiber optic,No,No internet service,Two year,No,Electronic check,43.63,2727.47,0
CUST-01123,Female,0,No,Yes,72,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,37.04,2702.58,0
CUST-01124,Male,0,No,No,72,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),85.0,6108.32,0
CUST-01125,Male,1,No,Yes,39,Yes,Fiber optic,No internet service,No,Two year,Yes,Mailed check,18.04,798.84,0
CUST-01126,Male,1,No,No,16,Yes,DSL,Yes,Yes,Two year,No,Mailed check,98.59,1601.92,0
CUST-01127,Female,0,Yes,No,0,Yes,DSL,No,No,One year,Yes,Credit card (automatic),25.92,46.21,0
CUST-01128,Male,0,No,No,60,Yes,No,No,No internet service,Month-to-month,No,Electronic check,37.15,2176.54,0
CUST-01129,Female,0,Yes,Yes,42,Yes,DSL,No,No,Month-to-month,No,Mailed check,56.62,2412.27,0
CUST-01130,Female,0,No,No,41,Yes,DSL,Yes,Yes,Two year,Yes,Electronic check,66.49,2694.06,0
CUST-01131,Male,0,No,Yes,24,No,DSL,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),53.5,1338.53,0
CUST-01132,Female,0,Yes,No,38,Yes,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer (automatic),50.07,1846.74,0
CUST-01133,Female,1,Yes,No,34,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.39,3894.75,0
CUST-01134,Female,0,Yes,No,2,No,DSL,Yes,No,Month-to-month,No,Credit card (automatic),82.16,106.43,0
CUST-01135,Female,0,Yes,No,43,Yes,DSL,No internet service,No,Month-to-month,No,Bank transfer (automatic),20.34,880.91,0
CUST-01136,Male,0,Yes,Yes,50,Yes,Fiber optic,No internet service,No internet service,One year,No,Credit card (automatic),61.02,3152.12,0
CUST-01137,Female,0,No,No,11,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,105.5,1196.56,0
CUST-01138,Female,1,Yes,Yes,18,Yes,DSL,Yes,Yes,Two year,Yes,Mailed check,48.15,865.07,0
CUST-01139,Male,0,No,Yes,43,Yes,DSL,Yes,No,Month-to-month,No,Credit card (automatic),27.46,1057.67,0
CUST-01140,Female,1,Yes,No,58,Yes,Fiber optic,No internet service,No internet service,One year,No,Credit card (automatic),93.84,5415.94,0
CUST-01141,Male,1,No,No,48,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.6,3796.53,0
CUST-01142,Male,1,No,No,60,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,75.03,4476.26,0
CUST-01143,Male,0,Yes,No,16,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.36,445.12,0
CUST-01144,Male,0,No,No,56,No,No,Yes,Yes,One year,Yes,Electronic check,32.05,1798.38,0
CUST-01145,Male,0,No,Yes,54,Yes,DSL,No,No internet service,One year,Yes,Electronic check,80.25,4387.43,0
CUST-01146,Female,0,No,No,46,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.78,1794.13,0
CUST-01147,Female,0,Yes,Yes,11,Yes,Fiber optic,No internet service,No,Two year,Yes,Electronic check,68.41,738.71,0
CUST-01148,Male,0,Yes,Yes,61,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,72.49,4398.32,0
CUST-01149,Female,0,No,No,7,Yes,Fiber optic,No,No,Two year,Yes,Credit card (automatic),46.35,273.84,0
CUST-01150,Male,0,No,No,20,Yes,No,No internet service,Yes,Two year,No,Electronic check,112.84,2311.63,0
CUST-01151,Female,0,No,No,69,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.25,7033.85,0
CUST-01152,Male,0,No,No,71,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card (automatic),90.24,6433.15,0
CUST-01153,Male,0,No,No,24,Yes,DSL,No internet service,No,Month-to-month,Yes,Credit card (automatic),25.8,592.91,1
CUST-01154,Male,0,No,No,11,Yes,DSL,Yes,Yes,Two year,Yes,Credit card (automatic),28.61,260.56,0
CUST-01155,Male,0,Yes,No,14,Yes,No,No,Yes,Month-to-month,No,Mailed check,67.28,969.68,0
CUST-01156,Female,0,No,Yes,58,Yes,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,34.07,1938.72,0
CUST-01157,Female,0,No,Yes,25,Yes,DSL,No,No internet service,One year,No,Credit card (automatic),115.83,2875.73,0
CUST-01158,Male,0,Yes,No,25,Yes,No,Yes,No,Month-to-month,No,Mailed check,33.85,783.82,0
CUST-01159,Female,0,Yes,Yes,46,Yes,No,No,No internet service,One year,Yes,Mailed check,66.75,3045.84,0
CUST-01160,Male,0,Yes,No,31,Yes,DSL,No internet service,Yes,Two year,No,Bank transfer (automatic),54.41,1687.92,0
CUST-01161,Male,1,No,No,9,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),81.94,723.09,0
CUST-01162,Male,0,No,No,15,Yes,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),30.9,504.41,0
CUST-01163,Female,0,No,No,70,Yes,DSL,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.03,4279.38,1
CUST-01164,Female,1,No,No,16,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),45.47,881.89,0
CUST-01165,Female,0,Yes,Yes,22,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),106.78,2370.37,0
CUST-01166,Male,0,No,No,25,Yes,DSL,No,No internet service,Month-to-month,No,Mailed check,22.06,464.73,1
CUST-01167,Female,0,Yes,No,6,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,109.37,645.58,1
CUST-01168,Female,0,No,Yes,13,Yes,DSL,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.3,1310.59,0
CUST-01169,Female,0,Yes,Yes,6,Yes,No,Yes,No,Month-to-month,No,Electronic check,47.76,255.88,0
CUST-01170,Male,0,Yes,No,8,Yes,Fiber optic,No,No internet service,Two year,Yes,Credit card (automatic),96.93,779.07,0
CUST-01171,Female,0,Yes,Yes,47,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),21.12,960.47,0
CUST-01172,Female,0,No,No,71,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.69,8159.63,0
CUST-01173,Female,0,No,No,58,Yes,Fiber optic,Yes,No internet service,One year,Yes,Credit card (automatic),70.66,4002.85,0
CUST-01174,Female,0,No,No,38,Yes,Fiber optic,Yes,No,Two year,No,Bank transfer (automatic),48.33,1893.75,0
CUST-01175,Male,0,Yes,No,17,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,54.26,843.51,0
CUST-01176,Female,0,No,Yes,58,Yes,DSL,No,Yes,One year,Yes,Mailed check,24.64,1415.94,0
CUST-01177,Female,0,Yes,No,16,Yes,No,No,No,Month-to-month,No,Electronic check,116.93,1834.24,0
CUST-01178,Male,0,No,No,13,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,21.93,300.39,1
CUST-01179,Female,0,No,No,30,Yes,DSL,No,Yes,Two year,No,Mailed check,83.49,2495.54,0
CUST-01180,Female,0,No,No,23,Yes,Fiber optic,No internet service,No,Two year,No,Bank transfer (automatic),62.27,1444.79,0
CUST-01181,Male,0,Yes,No,59,Yes,Fiber optic,Yes,No internet service,One year,No,Mailed check,112.89,6716.07,0
CUST-01182,Female,0,No,No,44,Yes,No,No,No internet service,One year,Yes,Mailed check,42.6,1912.83,0
CUST-01183,Female,1,No,No,2,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Electronic check,71.21,144.24,0
CUST-01184,Male,0,Yes,Yes,36,Yes,Fiber optic,No,No internet service,Two year,No,Mailed check,66.24,2407.62,0
CUST-01185,Male,0,Yes,Yes,42,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,88.29,3806.18,0
CUST-01186,Male,0,No,Yes,39,No,DSL,No,No internet service,One year,Yes,Electronic check,24.8,1007.41,1
CUST-01187,Female,0,No,No,54,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.38,2003.84,1
CUST-01188,Female,0,Yes,No,38,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,39.46,1563.37,0
CUST-01189,Male,1,No,No,14,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,91.82,1305.05,0
CUST-01190,Female,0,No,No,3,Yes,DSL,No internet service,Yes,Two year,Yes,Mailed check,36.91,62.59,0
CUST-01191,Male,1,Yes,No,24,Yes,DSL,No,No,Two year,No,Bank transfer (automatic),75.35,1799.36,0
CUST-01192,Male,0,Yes,No,12,Yes,Fiber optic,No,No,Two year,No,Credit card (automatic),39.52,400.63,0
CUST-01193,Female,0,No,No,32,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),104.16,3218.87,0
CUST-01194,Male,1,Yes,No,15,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),112.22,1635.85,0
CUST-01195,Male,0,Yes,No,41,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,2869.98,1
CUST-01196,Female,0,No,No,65,Yes,DSL,No internet service,No,Month-to-month,Yes,Electronic check,53.23,3466.23,0
CUST-01197,Female,0,No,Yes,54,No,DSL,No internet service,No internet service,Two year,Yes,Electronic check,41.41,2165.56,0
CUST-01198,Female,1,Yes,No,41,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),22.98,823.24,1
CUST-01199,Male,0,No,No,33,Yes,No,No,No internet service,One year,No,Mailed check,44.85,1553.59,0
CUST-01200,Female,0,Yes,No,29,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.42,2423.94,1
CUST-01201,Female,0,Yes,No,12,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,71.36,934.11,1
CUST-01202,Male,0,Yes,No,12,Yes,DSL,No internet service,No,One year,No,Electronic check,112.4,1423.73,1
CUST-01203,Male,0,Yes,No,17,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,57.63,1016.45,0
CUST-01204,Female,0,No,No,31,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Credit card (automatic),87.39,2712.05,1
CUST-01205,Male,0,No,Yes,38,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,66.93,2523.46,0
CUST-01206,Female,0,Yes,No,45,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),69.26,3152.63,0
CUST-01207,Male,0,No,No,28,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,44.78,1245.85,0
CUST-01208,Female,1,Yes,Yes,61,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Mailed check,63.5,3844.02,0
CUST-01209,Male,0,No,No,61,Yes,Fiber optic,No,No,Two year,No,Electronic check,65.08,3864.98,0
CUST-01210,Female,0,Yes,Yes,56,Yes,Fiber optic,No,No internet service,Two year,Yes,Electronic check,88.66,4960.8,0
CUST-01211,Male,0,Yes,No,15,No,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,112.06,1735.73,0
CUST-01212,Male,0,Yes,Yes,55,No,DSL,No,Yes,One year,Yes,Mailed check,50.93,2864.12,0
CUST-01213,Male,0,Yes,No,9,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,22.22,202.64,1
CUST-01214,Female,0,Yes,No,29,No,DSL,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),67.63,1916.83,0
CUST-01215,Female,0,Yes,Yes,24,Yes,Fiber optic,No internet service,No,Two year,Yes,Electronic check,72.45,1783.94,0
CUST-01216,Male,1,No,No,4,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,34.84,138.59,0
CUST-01217,Male,0,No,No,64,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.05,6000.92,1
CUST-01218,Male,1,Yes,No,48,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Bank transfer (automatic),116.49,5518.72,0
CUST-01219,Male,1,No,No,2,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,112.58,330.35,1
CUST-01220,Male,0,No,No,44,Yes,Fiber optic,Yes,No internet service,Two year,No,Bank transfer (automatic),37.71,1696.16,0
CUST-01221,Female,0,No,No,13,Yes,Fiber optic,No,No internet service,One year,No,Bank transfer (automatic),105.54,1414.33,0
CUST-01222,Female,0,Yes,Yes,29,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,88.45,2521.91,0
CUST-01223,Male,0,No,No,67,Yes,DSL,Yes,No internet service,One year,Yes,Mailed check,63.38,4250.45,0
CUST-01224,Female,1,Yes,No,17,Yes,No,No,No internet service,Two year,Yes,Electronic check,72.06,1220.95,0
CUST-01225,Female,0,No,Yes,61,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,102.96,6319.66,1
CUST-01226,Male,0,Yes,No,36,No,DSL,Yes,No,One year,Yes,Credit card (automatic),66.01,2444.35,0
CUST-01227,Male,0,Yes,No,24,No,No,Yes,No,Two year,Yes,Electronic check,55.32,1255.97,0
CUST-01228,Female,0,Yes,No,47,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,67.32,3110.31,0
CUST-01229,Male,0,Yes,No,64,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),75.91,4890.53,0
CUST-01230,Female,0,Yes,Yes,52,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.91,1893.92,1
CUST-01231,Female,0,No,Yes,72,Yes,DSL,No,No,Month-to-month,No,Bank transfer (automatic),108.09,7823.22,0
CUST-01232,Male,1,No,No,14,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),85.42,1177.23,1
CUST-01233,Male,0,No,No,48,Yes,Fiber optic,No internet service,No,One year,Yes,Bank transfer (automatic),81.33,3841.4,0
CUST-01234,Male,0,Yes,No,67,Yes,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),27.95,1784.68,1
CUST-01235,Male,0,Yes,No,11,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Electronic check,78.42,886.83,0
CUST-01236,Male,0,No,No,58,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,30.1,1771.23,0
CUST-01237,Female,0,Yes,Yes,36,Yes,DSL,No,No internet service,Month-to-month,Yes,Electronic check,25.87,979.83,0
CUST-01238,Female,1,No,No,60,No,Fiber optic,No,No,One year,Yes,Electronic check,70.73,4260.19,0
CUST-01239,Female,0,No,Yes,42,Yes,Fiber optic,No internet service,No,Two year,Yes,Mailed check,58.28,2259.89,0
CUST-01240,Female,0,Yes,No,69,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.88,5329.89,0
CUST-01241,Male,0,No,No,38,Yes,No,Yes,No,Month-to-month,No,Electronic check,26.92,950.09,1
CUST-01242,Female,0,No,No,55,Yes,DSL,No,Yes,Two year,Yes,Electronic check,61.1,3267.11,0
CUST-01243,Male,0,No,No,62,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),35.48,2100.35,0
CUST-01244,Female,0,No,No,45,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),116.71,5147.94,1
CUST-01245,Female,0,Yes,No,10,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card (automatic),74.12,755.15,1
CUST-01246,Female,1,No,Yes,61,Yes,Fiber optic,Yes,No,One year,Yes,Credit card (automatic),86.74,5254.58,1
CUST-01247,Male,0,No,No,24,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card (automatic),50.54,1137.0,0
CUST-01248,Female,0,No,Yes,70,Yes,Fiber optic,No,No internet service,One year,Yes,Bank transfer (automatic),27.47,1924.05,0
CUST-01249,Male,0,No,No,51,Yes,Fiber optic,Yes,Yes,One year,Yes,Bank transfer (automatic),115.59,5839.79,0
CUST-01250,Female,0,Yes,No,3,Yes,DSL,No,No internet service,Two year,Yes,Credit card (automatic),46.63,188.94,0
